TITLE,PRICE,Year,Mileage,Fuel Type,Horsepower,Transmission,Page,Link
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 64 lacs,2021,"45,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-toba-tek-singh-11196526
Honda Civic  2017 1.8 i-VTEC CVT for Sale,PKR 42 lacs,2017,"105,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-peshawar-10996371
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 38.9 lacs,2014,"157,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-islamabad-11196474
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,PKR 14.95 lacs,2005,"89,000 km",Petrol,1500 cc,Manual,page 30,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-bahawalpur-11049391
Honda Civic  2005 VTi Oriel 1.6 for Sale,PKR 22 lacs,2005,"176,000 km",Petrol,1600 cc,Manual,page 30,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-rawalpindi-11188015
Honda Civic  2003 VTi Prosmatec 1.6 for Sale,PKR 18 lacs,2003,"259,000 km",Petrol,1600 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/honda-civic-2003-for-sale-in-dgkhan-11196464
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 46.75 lacs,2017,"63,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-11187150
Honda Civic  2016 Oriel 1.8 i-VTEC CVT for Sale,PKR 51.35 lacs,2016,"84,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11196441
Honda Civic  1988  for Sale,PKR 4.5 lacs,1988,"105,000 km",CNG,1600 cc,Manual,page 30,https://www.pakwheels.com/used-cars/honda-civic-1988-for-sale-in-peshawar-11196426
Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 25 lacs,2009,"200,000 km",Petrol,1800 cc,Manual,page 30,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-bahawalpur-11196420
Honda Civic  2003 VTi 1.6 for Sale,PKR 16.5 lacs,2003,"155,260 km",Petrol,1600 cc,Manual,page 30,https://www.pakwheels.com/used-cars/honda-civic-2003-for-sale-in-chowk-munda-11196408
Honda Civic  2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 24.9 lacs,2007,"150,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-dera-ismail-khan-11196401
Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 34.5 lacs,2012,"129,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-11196393
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.5 lacs,2019,"80,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-khanpur-11140980
Honda Civic  2002 VTi Oriel 1.6 for Sale,PKR 16.25 lacs,2002,"105,000 km",Petrol,1600 cc,Manual,page 30,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-karachi-11046503
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 63.9 lacs,2020,"88,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-11179156
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 53.5 lacs,2018,"99,400 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-11167534
Honda Civic  2004 VTi Oriel 1.6 for Sale,PKR 17 lacs,2004,"240,744 km",Petrol,1600 cc,Manual,page 31,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-lahore-11193023
Honda Civic 11th Generation 2026 RS for Sale,Call,2026,15 km,Petrol,1500 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2026-for-sale-in-islamabad-11192984
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 50 lacs,2018,"120,472 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-11114488
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 59.9 lacs,2019,"60,400 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-11158672
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 63 lacs,2020,"128,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-bahawalpur-11183548
Honda Civic  2026 Oriel for Sale,PKR 90.5 lacs,2026,15 km,Petrol,1500 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2026-for-sale-in-islamabad-11165911
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 52.5 lacs,2018,"100,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-islamabad-11192699
Honda Civic  2017 1.5 RS Turbo for Sale,PKR 51.5 lacs,2017,"112,000 km",Petrol,1500 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-11142241
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 63 lacs,2021,"60,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-11142252
Honda Civic  2024 RS for Sale,PKR 90 lacs,2024,"55,000 km",Petrol,1500 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-islamabad-11090354
Toyota Passo  2022 X S  for Sale,PKR 44.75 lacs,2022,"44,000 km",Petrol,1000 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-passo-2022-for-sale-in-rawalpindi-11002343
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 30.95 lacs,2011,"98,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-lahore-11183782
Honda Civic  2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 36.8 lacs,2013,"121,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-abbottabad-11196358
Honda Civic 11th Generation 2022 Oriel for Sale,PKR 71.5 lacs,2022,"52,000 km",Petrol,1500 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-karachi-11087649
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 27.7 lacs,2009,"192,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-11084021
Honda Civic  2018 1.8 i-VTEC CVT for Sale,PKR 55 lacs,2018,"95,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-11196326
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 56.5 lacs,2020,"55,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-10828552
Honda Civic  2003 VTi Oriel Prosmatec 1.6 for Sale,PKR 17.45 lacs,2003,"300,000 km",Petrol,1600 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2003-for-sale-in-islamabad-11196318
Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 21.75 lacs,2008,"160,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-faisalabad-11196313
Honda Civic  2011 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 27.6 lacs,2011,"251,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-lahore-11196271
Honda Civic Rebirth 2013 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 30.95 lacs,2013,"100,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-11029871
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 58 lacs,2019,"40,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11196266
Honda Civic 7th Generation (Facelift) 2005 VTi 1.6 for Sale,PKR 21.5 lacs,2005,"155,000 km",Petrol,1600 cc,Manual,page 31,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-shakargarh-11196264
Honda Civic  2000 VTi Oriel 1.6 for Sale,PKR 12.6 lacs,2000,"162,000 km",Petrol,1600 cc,Manual,page 31,https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-phalia-11196253
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 39 lacs,2010,"74,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-wah-cantt-11089030
Honda Civic 6th Generation 1998 EXi for Sale,PKR 9.5 lacs,1998,"200,000 km",Petrol,1500 cc,Manual,page 31,https://www.pakwheels.com/used-cars/honda-civic-1998-for-sale-in-karachi-11196227
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 50.25 lacs,2017,"95,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11196157
Honda Civic  2015 VTi Oriel 1.8 i-VTEC for Sale,PKR 35.8 lacs,2015,"101,000 km",Petrol,1800 cc,Manual,page 31,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-faisalabad-11196086
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 63.5 lacs,2021,"119,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-multan-11180060
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 67.5 lacs,2021,"53,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-11196074
Honda Civic  2001 EXi Prosmatec for Sale,PKR 17 lacs,2001,"210,000 km",Petrol,1500 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2001-for-sale-in-karachi-11196073
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 53.5 lacs,2019,"88,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-peshawar-11195963
Honda Civic Rebirth 2016 Oriel Prosmatec UG for Sale,PKR 44.1 lacs,2016,"137,500 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11195954
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 57.3 lacs,2019,"96,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-11195957
Honda Civic 5th Generation 1994 EX for Sale,PKR 9.8 lacs,1994,"125,000 km",Petrol,1500 cc,Manual,page 31,https://www.pakwheels.com/used-cars/honda-civic-1994-for-sale-in-lahore-11195947
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 53.25 lacs,2019,"70,000 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11192573
Honda Civic 11th Generation 2024 RS for Sale,PKR 94 lacs,2024,"49,000 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-islamabad-11192487
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 51.75 lacs,2019,"89,600 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11192340
Honda Civic 5th Generation 1994 EL for Sale,PKR 8.75 lacs,1994,"123,400 km",Petrol,1300 cc,Manual,page 32,https://www.pakwheels.com/used-cars/honda-civic-1994-for-sale-in-peshawar-11157960
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 58 lacs,2019,"101,214 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-11091037
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 56.9 lacs,2021,"72,651 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-11108522
Honda Civic 11th Generation 2025 RS for Sale,PKR 96.5 lacs,2025,"18,000 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2025-for-sale-in-lahore-11190914
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 53 lacs,2018,"71,850 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-11192023
Honda Civic  2014 VTi 1.8 i-VTEC for Sale,PKR 32.5 lacs,2014,"138,000 km",Petrol,1800 cc,Manual,page 32,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-11192004
Honda Civic  2022 Oriel for Sale,PKR 75.5 lacs,2022,"40,000 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-lahore-9827443
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 69.7 lacs,2021,"27,300 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-11162179
Honda Civic Rebirth 2015 Oriel Prosmatec UG for Sale,PKR 44 lacs,2015,"88,000 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-11191617
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 70.25 lacs,2021,"17,350 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-11195943
Honda Civic 11th Generation 2024 Oriel for Sale,PKR 80.75 lacs,2024,"30,000 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-lahore-11195925
Honda Civic  2020 1.5 RS Turbo for Sale,PKR 65 lacs,2020,"116,844 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-11195912
Honda Civic 5th Generation 1995 EX for Sale,PKR 9.19 lacs,1995,"200,000 km",Petrol,1500 cc,Manual,page 32,https://www.pakwheels.com/used-cars/honda-civic-1995-for-sale-in-lahore-11195905
Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,PKR 48 lacs,2016,"160,000 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11195839
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 72 lacs,2022,"19,000 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-islamabad-11195826
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,PKR 16 lacs,2005,"135,000 km",Petrol,1500 cc,Manual,page 32,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-hyderabad-11195792
Honda Civic Rebirth 2013 VTi Oriel 1.8 i-VTEC for Sale,PKR 32.5 lacs,2013,"178,000 km",Petrol,1800 cc,Manual,page 32,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-rawalpindi-11195788
Honda Civic  2024 Oriel for Sale,PKR 83 lacs,2024,"43,000 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-islamabad-11195767
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 52 lacs,2018,"80,000 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-gujranwala-11195725
Honda Civic  2003  for Sale,PKR 15.5 lacs,2003,"162,014 km",Petrol,1500 cc,Manual,page 32,https://www.pakwheels.com/used-cars/honda-civic-2003-for-sale-in-lahore-10594466
Daihatsu Tanto  2021 Custom RS for Sale,PKR 33.8 lacs,2021,"39,400 km",Petrol,660 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/daihatsu-tanto-2021-for-sale-in-mardan-11195711
Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,PKR 49.8 lacs,2016,"110,000 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-islamabad-11185040
Honda Civic  2023 Oriel for Sale,PKR 77 lacs,2023,"101,000 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2023-for-sale-in-islamabad-10997471
Honda Civic  1986  for Sale,PKR 7.35 lacs,1986,"248,000 km",LPG,1300 cc,Manual,page 32,https://www.pakwheels.com/used-cars/honda-civic-1986-for-sale-in-nawabshah-10988070
Honda Civic  2019 1.8 i-VTEC CVT for Sale,PKR 51 lacs,2019,"48,000 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11171588
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 50 lacs,2018,"112,000 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-layyah-11195610
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 60 lacs,2021,"42,000 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-11195593
Honda Civic  2019 Hatchback 1.0 for Sale,PKR 56 lacs,2019,"23,000 km",Petrol,998 cc,Manual,page 32,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-gujranwala-11195611
Honda Civic  2022 RS for Sale,PKR 86 lacs,2022,"2,300 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-karachi-11195592
Honda Civic Reborn 2006 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 26.5 lacs,2006,"98,000 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-dera-ismail-khan-11195590
Honda Civic 5th Generation 1992 EX for Sale,PKR 9.65 lacs,1992,123 km,Petrol,1500 cc,Manual,page 32,https://www.pakwheels.com/used-cars/honda-civic-1992-for-sale-in-karachi-11195582
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 27 lacs,2011,"220,000 km",Petrol,1800 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-rawalpindi-11195534
Honda Civic 11th Generation 2025 RS for Sale,PKR 1.03 crore,2025,"5,000 km",Petrol,1500 cc,Automatic,page 32,https://www.pakwheels.com/used-cars/honda-civic-2025-for-sale-in-lahore-11195517
Honda Civic 7th Generation (Facelift) 2004 VTi Oriel UG 1.6 for Sale,PKR 19.7 lacs,2004,"323,339 km",Petrol,1600 cc,Manual,page 32,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-peshawar-11195498
Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,PKR 52 lacs,2017,"94,162 km",Petrol,1500 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11088126
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 48.5 lacs,2017,"86,000 km",Petrol,1800 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-11132196
Honda Civic 11th Generation 2023 RS for Sale,PKR 85 lacs,2023,"57,000 km",Petrol,1500 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2023-for-sale-in-karachi-10981970
Honda Civic Reborn 2006 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 21.75 lacs,2006,"188,000 km",Petrol,1800 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-haripur-11191376
Honda N Wgn  2022 G for Sale,PKR 36.25 lacs,2022,"89,000 km",Petrol,660 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-n-wgn-2022-for-sale-in-multan-11190999
Honda Civic 11th Generation 2024 Oriel for Sale,PKR 80.5 lacs,2024,"47,222 km",Petrol,1500 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-rawalpindi-11098776
Honda Civic  2013 Oriel Prosmatec UG for Sale,PKR 38.5 lacs,2013,"94,000 km",Petrol,1800 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-islamabad-11191081
Honda Civic 11th Generation 2022 Oriel for Sale,PKR 72.5 lacs,2022,"87,785 km",Petrol,1500 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-islamabad-11173238
Honda Civic Reborn 2006 VTi 1.8 i-VTEC for Sale,PKR 24.5 lacs,2006,"124,086 km",Petrol,1800 cc,Manual,page 33,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-islamabad-11084472
Honda Civic  1999 VTi Automatic 1.6 for Sale,PKR 17.25 lacs,1999,"85,000 km",Petrol,1600 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-1999-for-sale-in-islamabad-10815113
Honda Civic  2014 Oriel Prosmatec UG for Sale,PKR 40.5 lacs,2014,"160,000 km",Petrol,1800 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-islamabad-11190850
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 35.8 lacs,2013,"111,000 km",Petrol,1800 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-11190898
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 58.5 lacs,2019,"91,031 km",Petrol,1800 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-11195482
Honda Civic  2007  for Sale,PKR 20 lacs,2007,"140,000 km",Petrol,1500 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-lahore-11195480
Honda Civic  2006 MXB (Hybrid) for Sale,PKR 30 lacs,2006,"195,000 km",Hybrid,1300 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-gujranwala-11195448
Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,PKR 54.8 lacs,2016,"81,000 km",Petrol,1500 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-peshawar-11195425
Honda Civic  2005 VTi Oriel 1.6 for Sale,PKR 19.9 lacs,2005,"180,000 km",Petrol,1600 cc,Manual,page 33,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-islamabad-11195380
Honda Civic  2001 EXi Prosmatec for Sale,PKR 14.25 lacs,2001,"150,000 km",Petrol,1500 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2001-for-sale-in-gujranwala-11195379
Honda Civic 11th Generation 2022 RS for Sale,PKR 83 lacs,2022,"46,000 km",Petrol,1500 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-karachi-11181314
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 52.5 lacs,2018,"46,000 km",Petrol,1800 cc,Automatic,page 33,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-11117476
